x,loss
140.1645187738237,5699180938.1
35.853164564500155,0.0
55.25655389196649,6248879.5
84.14234774718534,306453303.6
119.08649317316494,4012661947.4
63.13393352984711,8554087.6
60.16676157950113,1530837143.6
136.1627256994895,6704244464.1
74.53761984119804,273277462.2
63.0628195416578,21975974.5
96.91733734121055,1144345403.2
58.59145557142676,36799470.5
28.24645318271737,0.0
73.32029609906313,141799678.4
56.17689940224074,1213673.4
78.7619211529911,229020237.4
28.580922414696506,0.0
81.5475272702971,9772622.5
48.74557992786556,0.0
62.22387597758673,9879056.4
60.92772617114724,0.0
60.57368970209386,7934162.1
36.71556769880216,854823182.0
32.459,0.0
98.073,501684286.9
27.0,0.0
71.81830359894172,678.5
71.25684213434363,211517702.1
68.00014148747057,214179835.6
48.475594432486254,0.0
45.466306156507166,11720062.9
57.38,430696.5
83.75210765337458,284203279.5
30.880516064272115,0.0
27.0,0.0
35.06168930834127,0.0
84.07941610744385,393653251.5
35.10230437624374,0.0
124.823,3530276854.8
64.668,327863306.5
50.00740363436236,121424070.4
51.429,1939.9
101.59367593640852,1404921394.8
89.83370597636895,536510581.8
29.73905472632466,0.0
59.9641258318745,10107525.6
146.34517699082292,3116371197.3
130.3183883368959,9498280435.2
44.89055718402302,0.0
54.161786266113005,126799.5
79.66941685702105,157200821.7
112.03322328497936,1759675275.7
57.89992277784754,74832267.7
35.787579741396925,0.0
72.15513321115233,296862197.0
88.87560631571742,301335653.5
46.077854484463145,0.0
89.3042910170608,611112737.4
63.64252328656627,46411966.4
29.870322971590493,0.0
71.18668792660206,206609870.3
27.0,0.0
33.08,0.0
27.0,0.0
127.6886945472668,7708426422.1
64.07048713438489,0.0
27.0,0.0
54.17517741241251,203599.5
60.48126467607732,35288504.5
27.836048587846157,0.0
44.34784525937226,0.0
130.18896237117738,4634296339.9
51.17071073109133,10067.3
60.75874003545369,4803943.0
88.87577835503916,494843906.6
108.2389374645102,335464933.4
47.88,0.0
36.7612021430068,0.0
37.88895707418714,0.0
68.58176417888835,95009747.5
52.42663418992653,64.4
56.4680415827237,11424.9
52.47710096151276,606501.0
33.851778225258954,0.0
100.17063015594188,251137205.9
74.05100645140487,261658642.3
70.38898711812404,13218064.9
131.50067635285075,4684614401.0
62.22721733811476,21456412.2
42.19072350178554,0.0
48.51435125377781,385.4
48.22146477114425,0.0
47.69918532138198,0.0
57.05664850817525,197466.0
73.21680233816923,336746640.7
36.80025718126853,0.0
54.22723018802503,897263.2
55.80932740321264,553795831.4
33.68671189564309,0.0
46.607775557341874,0.0
27.0,0.0
48.91927664474599,0.0
46.01,179440566.7
89.4587837401712,361266309.9
40.54588658077737,0.0
105.08373678584992,6350806854.2
78.515,429663726.5
